year,team,tg,g,pa,hr,r,rbi,sb,bb%,k%,iso,babip,avg,obp,slg,woba,wrc+,bsr,off,def,war,era,whip,defeff,rtot,defrunssaved,made_playoffs
2004,NEW YORK METS,162,2390,6209,185,684,658,107,8.20%,18.70%,0.16,0.282,0.249,0.317,0.409,0.314,88,-2.0,-101.6,8.5,11.3,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2003,NEW YORK METS,161,2361,6007,124,642,607,70,8.10%,17.20%,0.128,0.282,0.247,0.314,0.374,0.302,80,-4.4,-155.5,10.6,5.1,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2002,NEW YORK METS,161,2389,6150,160,690,650,87,7.90%,17.00%,0.139,0.289,0.256,0.322,0.395,0.314,91,-6.1,-73.1,44.4,17.1,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2001,NEW YORK METS,162,2263,6156,147,642,608,66,8.90%,17.30%,0.137,0.283,0.249,0.323,0.387,0.309,87,-7.9,-115.3,37.9,12.2,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2000,NEW YORK METS,162,2345,6328,198,807,761,66,10.70%,16.40%,0.167,0.29,0.263,0.346,0.43,0.339,99,-7.2,-16.2,55.3,23.5,4.261533,1.317267,0.69817,-3.213333,-2.316667,1
2024,MIAMI MARLINS,162,2451,6048,150,637,611,125,6.70%,23.30%,0.134,0.299,0.244,0.3,0.378,0.296,86,-3.4,-104.5,-33.9,6.5,4.3,1.3,0.697,-5.0,-29.0,0
2023,MIAMI MARLINS,162,2420,6043,166,666,633,86,7.10%,21.30%,0.146,0.308,0.259,0.316,0.405,0.312,92,-4.5,-63.0,-43.8,9.8,4.29,1.29,0.701,-16.0,-21.0,0
2022,MIAMI MARLINS,162,2384,5949,144,586,554,122,7.30%,24.00%,0.133,0.284,0.23,0.294,0.363,0.29,83,5.0,-111.3,-17.1,8.0,3.86,1.27,0.702,7.0,1.0,0
2021,MIAMI MARLINS,162,2436,5928,158,623,594,106,7.60%,26.20%,0.139,0.296,0.233,0.298,0.372,0.291,80,10.4,-144.3,34.0,8.9,3.96,1.27,0.706,10.0,-8.0,0
2020,MIAMI MARLINS,60,904,2167,60,263,247,51,8.80%,24.80%,0.141,0.306,0.244,0.319,0.384,0.308,93,1.3,-17.7,-19.7,2.2,4.86,1.37,0.684,-10.0,-29.0,0
2019,MIAMI MARLINS,162,2402,6045,146,615,593,55,6.50%,24.30%,0.134,0.3,0.241,0.298,0.375,0.288,79,-9.9,-181.6,17.4,2.8,4.74,1.35,0.695,-9.0,-25.0,0
2018,MIAMI MARLINS,161,2434,6083,128,589,554,45,7.50%,22.80%,0.119,0.293,0.237,0.303,0.357,0.289,83,-6.1,-129.2,61.2,12.2,4.76,1.37,0.688,-39.0,-44.0,0
2017,MIAMI MARLINS,162,2399,6248,194,778,743,91,7.80%,20.50%,0.163,0.313,0.267,0.331,0.431,0.325,101,1.3,8.9,32.7,25.5,4.82,1.42,0.684,-37.0,-35.0,0
2016,MIAMI MARLINS,161,2460,6133,128,655,626,71,7.30%,19.80%,0.131,0.314,0.263,0.322,0.394,0.309,95,2.5,-40.1,45.1,20.5,4.05,1.35,0.694,-16.0,-24.0,0
2015,MIAMI MARLINS,162,2297,5988,120,613,575,112,6.30%,19.20%,0.124,0.307,0.26,0.31,0.384,0.302,91,-1.2,-67.3,26.9,15.3,4.02,1.32,0.702,-10.0,-12.0,0
2014,MIAMI MARLINS,162,2311,6185,122,645,614,58,8.10%,22.90%,0.125,0.316,0.253,0.317,0.378,0.307,95,-5.6,-42.4,5.0,16.4,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2013,MIAMI MARLINS,162,2244,6021,95,513,485,78,7.20%,20.50%,0.104,0.28,0.231,0.293,0.335,0.279,74,-5.2,-178.9,33.1,3.8,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2012,MIAMI MARLINS,162,2269,6057,137,609,576,149,8.00%,20.30%,0.138,0.289,0.244,0.308,0.382,0.3,87,2.5,-92.9,9.4,10.6,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2011,MIAMI MARLINS,162,2348,6232,149,625,596,95,8.70%,20.00%,0.142,0.291,0.247,0.318,0.388,0.311,92,2.1,-56.1,-4.6,13.8,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2010,MIAMI MARLINS,162,2300,6194,152,719,686,92,8.30%,22.20%,0.149,0.309,0.254,0.321,0.403,0.318,92,22.5,-36.1,1.2,16.0,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2009,MIAMI MARLINS,162,2394,6312,159,772,727,75,9.00%,19.40%,0.148,0.316,0.268,0.34,0.416,0.332,97,4.5,-16.7,14.6,19.6,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2008,MIAMI MARLINS,161,2361,6206,208,770,741,76,8.70%,22.10%,0.179,0.3,0.254,0.326,0.433,0.33,96,5.7,-27.5,16.4,18.8,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2007,MIAMI MARLINS,162,2423,6344,201,790,749,105,8.20%,21.00%,0.181,0.315,0.267,0.336,0.448,0.34,101,3.8,9.4,-6.4,20.7,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2006,MIAMI MARLINS,162,2354,6191,182,758,713,110,8.00%,20.20%,0.171,0.309,0.264,0.331,0.435,0.329,96,12.6,-18.2,20.0,20.2,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2005,MIAMI MARLINS,162,2296,6214,128,717,678,96,8.20%,14.80%,0.137,0.304,0.272,0.339,0.409,0.326,98,-7.1,-23.0,2.5,18.2,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2004,MIAMI MARLINS,162,2223,6160,148,718,677,96,8.10%,15.70%,0.143,0.295,0.264,0.329,0.406,0.321,94,0.5,-51.2,30.1,18.2,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2003,MIAMI MARLINS,162,2190,6186,157,751,709,150,8.30%,15.80%,0.155,0.296,0.266,0.333,0.421,0.327,99,2.8,-7.6,41.8,23.4,4.261533,1.317267,0.69817,-3.213333,-2.316667,1
2002,MIAMI MARLINS,162,2319,6263,146,699,653,177,9.50%,18.00%,0.142,0.301,0.261,0.337,0.403,0.323,97,5.4,-14.7,8.7,19.8,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2001,MIAMI MARLINS,162,2034,6184,166,742,713,89,7.60%,18.50%,0.159,0.303,0.264,0.326,0.423,0.323,95,0.1,-38.4,52.7,21.2,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2000,MIAMI MARLINS,161,2213,6203,160,731,691,168,8.70%,19.10%,0.147,0.304,0.262,0.331,0.409,0.324,89,9.1,-82.0,30.1,14.5,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2024,SEATTLE MARINERS,162,2383,6067,185,676,642,140,9.40%,26.80%,0.152,0.284,0.224,0.311,0.376,0.303,104,1.7,26.5,-22.6,21.3,3.79,1.2,0.721,10.0,-7.0,1
2023,SEATTLE MARINERS,162,2391,6201,210,758,728,118,8.80%,25.90%,0.17,0.301,0.242,0.321,0.413,0.319,108,-5.2,57.5,-1.5,26.8,3.77,1.19,0.719,25.0,39.0,0
2022,SEATTLE MARINERS,162,2383,6117,197,690,663,83,9.70%,22.80%,0.16,0.272,0.23,0.315,0.39,0.31,108,1.9,58.1,-18.9,24.4,3.59,1.19,0.712,23.0,39.0,1
2021,SEATTLE MARINERS,162,2360,6010,199,697,673,64,8.90%,24.80%,0.159,0.273,0.226,0.303,0.385,0.3,93,-7.8,-58.1,-40.8,10.7,4.3,1.29,0.692,-10.0,8.0,0
2020,SEATTLE MARINERS,60,843,2181,60,254,244,50,9.50%,25.00%,0.144,0.281,0.226,0.309,0.37,0.298,92,5.3,-17.1,-11.4,5.0,5.03,1.36,0.68,-24.0,-8.0,1
2019,SEATTLE MARINERS,162,2347,6199,239,758,730,115,9.50%,25.50%,0.187,0.287,0.237,0.316,0.424,0.314,99,5.2,-4.1,-53.3,16.2,5.0,1.42,0.683,-52.0,-86.0,0
2018,SEATTLE MARINERS,162,2373,6087,176,677,644,79,7.10%,20.10%,0.154,0.295,0.254,0.314,0.408,0.313,100,4.5,3.3,-22.9,19.4,4.13,1.3,0.704,-10.0,-9.0,0
2017,SEATTLE MARINERS,162,2323,6166,200,750,714,89,7.90%,20.50%,0.165,0.3,0.259,0.325,0.424,0.321,103,-4.8,15.0,6.0,22.3,4.46,1.31,0.703,0.0,-5.0,0
2016,SEATTLE MARINERS,162,2371,6227,223,768,735,56,8.10%,20.70%,0.171,0.297,0.259,0.326,0.43,0.325,108,-9.7,48.4,-30.4,23.4,4.0,1.32,0.703,32.0,18.0,0
2015,SEATTLE MARINERS,162,2407,6131,198,656,624,69,7.80%,21.80%,0.162,0.292,0.249,0.311,0.411,0.313,100,-23.1,-20.7,-15.8,17.4,4.16,1.29,0.707,-2.0,4.0,0
2014,SEATTLE MARINERS,162,2333,5977,136,634,600,96,6.60%,20.60%,0.132,0.29,0.244,0.3,0.376,0.299,94,3.2,-37.5,-0.8,16.4,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2013,SEATTLE MARINERS,162,2237,6172,188,624,597,49,8.60%,21.90%,0.152,0.279,0.237,0.306,0.39,0.307,95,-6.9,-41.1,-64.1,10.1,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2012,SEATTLE MARINERS,162,2236,6057,149,619,584,104,7.70%,20.80%,0.135,0.276,0.234,0.296,0.369,0.291,87,0.1,-89.6,-21.9,9.7,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2011,SEATTLE MARINERS,162,2090,5972,109,556,534,125,7.30%,21.40%,0.115,0.283,0.233,0.292,0.348,0.283,80,11.9,-124.4,-30.0,4.4,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2010,SEATTLE MARINERS,162,2104,5989,101,513,485,142,7.70%,19.80%,0.104,0.282,0.236,0.298,0.339,0.285,79,-1.0,-148.9,-28.9,3.2,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2009,SEATTLE MARINERS,162,2150,6113,160,640,613,89,6.90%,17.90%,0.144,0.293,0.258,0.314,0.402,0.313,89,-4.5,-87.0,46.2,17.3,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2008,SEATTLE MARINERS,162,2296,6176,124,671,631,90,6.80%,14.40%,0.124,0.294,0.265,0.318,0.389,0.31,90,-8.9,-86.1,-49.9,7.7,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2007,SEATTLE MARINERS,162,2338,6209,153,794,754,81,6.30%,13.90%,0.138,0.313,0.287,0.337,0.425,0.333,103,-9.6,10.7,-68.4,15.3,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2006,SEATTLE MARINERS,162,2259,6213,172,756,703,106,6.50%,15.70%,0.153,0.3,0.272,0.325,0.424,0.322,95,4.0,-37.6,26.5,19.7,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2005,SEATTLE MARINERS,162,2258,6095,130,699,657,102,7.60%,16.20%,0.136,0.289,0.256,0.317,0.391,0.309,90,7.1,-66.3,-3.2,13.7,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2004,SEATTLE MARINERS,162,2280,6362,136,698,658,110,7.70%,16.60%,0.127,0.308,0.27,0.331,0.396,0.317,93,-6.4,-65.3,26.1,17.3,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2003,SEATTLE MARINERS,162,2180,6281,139,795,759,108,9.30%,15.70%,0.139,0.306,0.271,0.344,0.41,0.331,104,2.4,36.5,62.6,31.1,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2002,SEATTLE MARINERS,162,2251,6362,152,814,771,137,9.90%,15.80%,0.144,0.307,0.275,0.35,0.419,0.335,110,12.9,87.6,16.8,32.0,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2001,SEATTLE MARINERS,162,2043,6474,169,927,881,174,9.50%,15.30%,0.157,0.32,0.288,0.36,0.445,0.347,116,16.2,143.0,84.6,44.4,4.261533,1.317267,0.69817,-3.213333,-2.316667,1
2000,SEATTLE MARINERS,162,1985,6444,198,907,869,122,12.00%,16.70%,0.172,0.299,0.269,0.361,0.442,0.352,107,-0.5,64.5,12.0,28.8,4.261533,1.317267,0.69817,-3.213333,-2.316667,1
2021,CLEVELAND INDIANS,162,2300,5907,203,717,686,109,7.70%,23.50%,0.169,0.282,0.238,0.303,0.407,0.306,95,15.5,-17.9,2.0,18.7,4.34,1.29,0.701,-4.0,-4.0,0
2020,CLEVELAND INDIANS,60,869,2247,59,248,234,25,10.60%,23.00%,0.144,0.277,0.228,0.317,0.372,0.303,90,-3.2,-30.3,1.1,6.7,3.29,1.11,0.731,33.0,29.0,0
2019,CLEVELAND INDIANS,162,2321,6124,223,769,731,103,9.20%,21.80%,0.183,0.289,0.25,0.323,0.432,0.319,97,5.3,-15.3,41.8,24.1,3.78,1.2,0.714,28.0,45.0,0
2018,CLEVELAND INDIANS,162,2413,6300,216,818,786,135,8.80%,18.90%,0.176,0.291,0.259,0.332,0.434,0.33,106,6.9,48.3,-15.4,25.5,3.77,1.2,0.712,26.0,6.0,1
2017,CLEVELAND INDIANS,162,2367,6234,212,818,780,88,9.70%,18.50%,0.186,0.295,0.263,0.339,0.449,0.336,105,8.7,46.4,31.7,28.2,3.3,1.14,0.723,44.0,36.0,1
2016,CLEVELAND INDIANS,161,2366,6155,185,777,733,134,8.60%,20.20%,0.168,0.304,0.262,0.329,0.43,0.326,100,15.2,13.5,8.9,23.6,3.84,1.24,0.711,36.0,17.0,1
2015,CLEVELAND INDIANS,161,2285,6109,141,669,640,86,8.70%,18.90%,0.144,0.299,0.256,0.325,0.401,0.315,97,8.1,-15.6,-4.5,19.1,3.67,1.2,0.709,5.0,2.0,0
2014,CLEVELAND INDIANS,162,2391,6222,142,669,644,104,8.10%,19.10%,0.136,0.296,0.253,0.317,0.389,0.313,98,9.9,-1.7,-68.7,13.8,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2013,CLEVELAND INDIANS,162,2337,6165,171,745,711,117,9.10%,20.80%,0.155,0.3,0.255,0.327,0.41,0.324,104,11.5,39.3,-24.9,23.0,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2012,CLEVELAND INDIANS,162,2339,6195,136,667,635,110,9.00%,17.50%,0.131,0.288,0.251,0.324,0.381,0.31,97,-13.6,-37.7,-89.4,8.6,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2011,CLEVELAND INDIANS,162,2287,6142,154,704,671,89,8.00%,20.70%,0.146,0.297,0.25,0.317,0.396,0.314,99,0.4,-8.5,-106.7,9.2,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2010,CLEVELAND INDIANS,162,2255,6165,128,646,601,91,8.80%,19.20%,0.13,0.293,0.248,0.322,0.378,0.311,94,1.3,-40.7,-69.4,10.8,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2009,CLEVELAND INDIANS,162,2188,6320,161,773,730,84,9.20%,19.20%,0.153,0.308,0.264,0.339,0.417,0.333,100,-1.1,-0.7,-72.3,14.8,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2008,CLEVELAND INDIANS,162,2199,6299,171,805,772,77,8.90%,19.30%,0.162,0.305,0.262,0.339,0.424,0.334,103,0.7,24.6,0.5,24.2,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2007,CLEVELAND INDIANS,162,2225,6367,178,811,784,72,9.30%,18.90%,0.159,0.31,0.268,0.343,0.428,0.336,104,0.3,31.9,-29.6,21.7,4.261533,1.317267,0.69817,-3.213333,-2.316667,1
2006,CLEVELAND INDIANS,162,2135,6303,196,870,839,55,8.80%,19.10%,0.177,0.324,0.28,0.349,0.457,0.347,108,-2.9,62.8,-61.4,21.2,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2005,CLEVELAND INDIANS,162,2166,6255,207,790,760,62,8.00%,17.50%,0.181,0.302,0.271,0.334,0.453,0.34,110,3.6,76.4,20.2,30.9,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2004,CLEVELAND INDIANS,162,2287,6452,184,858,820,94,9.40%,15.60%,0.168,0.305,0.276,0.351,0.444,0.345,109,-4.7,72.7,-18.2,26.8,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2003,CLEVELAND INDIANS,162,2241,6188,158,699,660,86,7.50%,17.20%,0.148,0.286,0.254,0.316,0.401,0.313,90,-7.5,-83.9,10.1,13.8,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2002,CLEVELAND INDIANS,162,2236,6099,192,739,706,52,8.90%,16.40%,0.163,0.271,0.249,0.321,0.412,0.32,95,-12.3,-53.6,-51.4,10.2,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2001,CLEVELAND INDIANS,162,1901,6357,212,897,868,79,9.10%,16.90%,0.179,0.308,0.278,0.35,0.458,0.347,112,-2.4,90.7,-67.4,23.7,4.261533,1.317267,0.69817,-3.213333,-2.316667,1
2000,CLEVELAND INDIANS,162,1930,6512,221,950,889,113,10.50%,16.20%,0.182,0.318,0.288,0.367,0.47,0.364,109,7.8,89.1,-29.4,27.1,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2024,SAN FRANCISCO GIANTS,162,2414,6062,177,693,661,68,8.10%,24.00%,0.157,0.29,0.239,0.305,0.396,0.305,97,0.6,-20.7,-10.5,17.6,4.07,1.26,0.699,-31.0,-3.0,0
2023,SAN FRANCISCO GIANTS,162,2441,6095,174,674,651,57,8.90%,24.50%,0.149,0.29,0.235,0.312,0.383,0.304,91,-10.0,-74.4,0.5,13.3,4.05,1.27,0.699,-5.0,-3.0,0
2022,SAN FRANCISCO GIANTS,162,2552,6117,183,716,683,64,9.30%,23.90%,0.156,0.284,0.234,0.315,0.39,0.311,102,-5.7,5.4,-66.3,15.7,3.85,1.28,0.703,-9.0,-21.0,0
2021,SAN FRANCISCO GIANTS,162,2597,6196,241,804,768,66,9.70%,23.60%,0.191,0.295,0.249,0.329,0.44,0.329,108,-9.0,55.5,65.5,33.0,3.24,1.15,0.72,32.0,32.0,1
2020,SAN FRANCISCO GIANTS,60,974,2259,81,299,290,19,8.60%,22.10%,0.187,0.311,0.263,0.335,0.451,0.337,112,-4.8,29.2,-7.9,10.1,4.64,1.35,0.687,-13.0,-3.0,0
2019,SAN FRANCISCO GIANTS,162,2493,6170,167,678,655,47,7.70%,23.30%,0.153,0.29,0.239,0.302,0.392,0.295,82,-10.8,-156.5,53.5,9.1,4.38,1.33,0.702,3.0,-5.0,0
2018,SAN FRANCISCO GIANTS,162,2412,6113,133,603,573,77,7.30%,24.00%,0.129,0.299,0.239,0.3,0.368,0.29,82,2.7,-134.8,19.8,7.4,3.99,1.36,0.697,-5.0,-1.0,0
2017,SAN FRANCISCO GIANTS,162,2372,6137,128,639,612,76,7.60%,19.60%,0.132,0.294,0.249,0.309,0.38,0.296,83,-3.3,-140.0,14.4,8.5,4.5,1.4,0.685,-2.0,-9.0,0
2016,SAN FRANCISCO GIANTS,162,2404,6271,130,715,675,79,9.10%,17.70%,0.14,0.299,0.258,0.329,0.398,0.315,96,-0.6,-32.6,63.6,23.6,3.65,1.25,0.707,13.0,10.0,1
2015,SAN FRANCISCO GIANTS,162,2342,6153,136,696,663,93,7.40%,18.80%,0.139,0.313,0.267,0.326,0.406,0.318,104,-0.4,25.5,62.0,29.5,3.72,1.25,0.707,6.0,-10.0,0
2014,SAN FRANCISCO GIANTS,162,2353,6087,132,665,636,56,7.00%,20.50%,0.133,0.304,0.255,0.311,0.388,0.308,99,0.5,-5.1,55.1,25.7,4.261533,1.317267,0.69817,-3.213333,-2.316667,1
2013,SAN FRANCISCO GIANTS,162,2396,6168,107,629,596,67,7.60%,17.50%,0.121,0.304,0.26,0.32,0.381,0.309,100,-4.1,-1.7,66.7,27.0,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2012,SAN FRANCISCO GIANTS,162,2384,6200,103,718,675,118,7.80%,17.70%,0.128,0.315,0.269,0.327,0.397,0.314,101,13.0,22.4,65.4,29.0,4.261533,1.317267,0.69817,-3.213333,-2.316667,1
2011,SAN FRANCISCO GIANTS,162,2370,6091,121,570,534,85,7.40%,18.40%,0.126,0.281,0.242,0.303,0.368,0.295,88,-6.5,-87.9,71.7,18.0,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2010,SAN FRANCISCO GIANTS,162,2354,6143,162,697,660,55,7.90%,17.90%,0.151,0.293,0.257,0.321,0.408,0.32,98,-18.3,-31.6,94.6,26.0,4.261533,1.317267,0.69817,-3.213333,-2.316667,1
2009,SAN FRANCISCO GIANTS,162,2304,6057,122,657,612,78,6.50%,19.10%,0.132,0.302,0.257,0.309,0.389,0.305,83,10.0,-118.1,100.8,17.3,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2008,SAN FRANCISCO GIANTS,162,2382,6145,94,640,606,108,7.40%,17.00%,0.12,0.305,0.262,0.321,0.382,0.309,83,-15.4,-149.4,61.1,10.9,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2007,SAN FRANCISCO GIANTS,162,2371,6213,131,683,641,119,8.60%,14.60%,0.133,0.281,0.254,0.322,0.387,0.31,81,-4.7,-158.1,60.6,10.5,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2006,SAN FRANCISCO GIANTS,161,2313,6136,163,746,711,58,8.10%,14.50%,0.163,0.282,0.259,0.324,0.422,0.32,88,-15.8,-116.2,73.5,15.7,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2005,SAN FRANCISCO GIANTS,162,2360,6077,128,649,617,71,7.10%,14.80%,0.135,0.29,0.261,0.319,0.396,0.312,86,-13.9,-121.6,53.0,13.0,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2004,SAN FRANCISCO GIANTS,162,2405,6466,183,850,805,43,10.90%,13.50%,0.168,0.29,0.27,0.357,0.438,0.34,105,-6.0,35.7,28.4,27.5,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2003,SAN FRANCISCO GIANTS,161,2272,6204,180,755,713,53,9.60%,15.80%,0.161,0.291,0.264,0.338,0.425,0.33,100,-8.3,-11.7,94.8,28.2,4.261533,1.317267,0.69817,-3.213333,-2.316667,1
2002,SAN FRANCISCO GIANTS,162,2263,6298,198,783,751,74,9.80%,15.30%,0.175,0.289,0.267,0.344,0.442,0.338,109,2.8,73.4,74.1,35.3,4.261533,1.317267,0.69817,-3.213333,-2.316667,1
2001,SAN FRANCISCO GIANTS,162,2231,6408,235,799,775,57,9.80%,17.00%,0.194,0.29,0.266,0.342,0.46,0.341,108,-7.2,60.2,46.3,30.9,4.261533,1.317267,0.69817,-3.213333,-2.316667,1
2000,SAN FRANCISCO GIANTS,162,2123,6418,226,925,889,79,11.00%,16.10%,0.194,0.303,0.278,0.362,0.472,0.359,112,-1.3,103.7,53.7,34.7,4.261533,1.317267,0.69817,-3.213333,-2.316667,1
2024,LOS ANGELES DODGERS,162,2403,6255,233,842,815,136,9.60%,21.40%,0.189,0.297,0.258,0.335,0.446,0.337,118,10.7,148.0,-29.5,33.8,4.13,1.24,0.698,-12.0,66.0,1
2023,LOS ANGELES DODGERS,162,2421,6333,249,906,877,105,10.20%,21.50%,0.197,0.294,0.257,0.34,0.455,0.341,116,0.3,126.1,-17.5,32.3,4.06,1.23,0.701,-3.0,66.0,0
2022,LOS ANGELES DODGERS,162,2326,6247,212,847,812,98,9.70%,22.00%,0.185,0.302,0.257,0.333,0.442,0.337,119,9.0,147.8,-5.8,37.5,2.8,1.05,0.727,70.0,66.0,1
2021,LOS ANGELES DODGERS,162,2459,6239,237,830,799,65,9.80%,22.60%,0.185,0.284,0.244,0.33,0.429,0.327,105,2.7,44.0,36.0,29.0,3.01,1.1,0.722,89.0,34.0,1
2020,LOS ANGELES DODGERS,60,921,2316,118,349,327,29,9.80%,20.30%,0.227,0.276,0.256,0.338,0.483,0.35,120,-1.5,58.3,-1.3,13.8,3.02,1.06,0.734,63.0,29.0,1
2019,LOS ANGELES DODGERS,162,2413,6281,279,886,861,57,9.70%,21.60%,0.215,0.291,0.257,0.338,0.472,0.338,110,9.2,89.8,67.4,34.7,3.37,1.1,0.725,137.0,116.0,1
2018,LOS ANGELES DODGERS,163,2574,6358,235,804,756,75,10.20%,22.60%,0.191,0.294,0.25,0.333,0.442,0.333,111,4.7,92.6,51.3,34.9,3.38,1.15,0.716,65.0,47.0,1
2017,LOS ANGELES DODGERS,162,2464,6191,221,770,730,77,10.50%,22.30%,0.188,0.293,0.249,0.334,0.437,0.33,104,-1.1,33.8,51.4,29.7,3.38,1.15,0.716,75.0,47.0,1
2016,LOS ANGELES DODGERS,162,2491,6164,189,725,680,45,8.50%,21.40%,0.16,0.294,0.249,0.319,0.409,0.314,97,-2.1,-24.3,51.4,22.8,3.7,1.19,0.709,45.0,32.0,1
2015,LOS ANGELES DODGERS,162,2379,6090,187,667,638,59,9.20%,20.70%,0.163,0.292,0.25,0.326,0.413,0.322,106,-15.3,28.2,57.3,29.0,3.44,1.15,0.716,69.0,15.0,0
2014,LOS ANGELES DODGERS,162,2364,6231,134,718,686,138,8.30%,20.00%,0.14,0.318,0.265,0.333,0.406,0.327,112,-0.4,81.4,24.3,32.3,4.261533,1.317267,0.69817,-3.213333,-2.316667,1
2013,LOS ANGELES DODGERS,162,2336,6145,138,649,618,78,7.70%,18.60%,0.133,0.308,0.264,0.326,0.396,0.317,103,-8.0,14.7,40.5,25.9,4.261533,1.317267,0.69817,-3.213333,-2.316667,1
2012,LOS ANGELES DODGERS,162,2356,6091,116,637,607,104,7.90%,19.00%,0.122,0.298,0.252,0.317,0.374,0.302,90,-8.6,-81.9,29.5,13.9,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2011,LOS ANGELES DODGERS,161,2304,6094,117,644,613,126,8.20%,17.80%,0.118,0.299,0.257,0.322,0.375,0.307,95,10.2,-24.6,22.6,19.5,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2010,LOS ANGELES DODGERS,162,2310,6140,120,667,621,92,8.70%,19.30%,0.127,0.299,0.252,0.322,0.379,0.309,92,1.3,-60.6,3.5,13.5,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2009,LOS ANGELES DODGERS,162,2352,6385,145,780,739,116,9.50%,16.70%,0.141,0.309,0.27,0.346,0.412,0.332,102,4.0,18.7,60.8,28.0,4.261533,1.317267,0.69817,-3.213333,-2.316667,1
2008,LOS ANGELES DODGERS,162,2376,6194,137,700,659,126,8.80%,16.70%,0.134,0.301,0.264,0.333,0.399,0.321,93,5.1,-51.1,15.6,16.3,4.261533,1.317267,0.69817,-3.213333,-2.316667,1
2007,LOS ANGELES DODGERS,162,2417,6282,129,735,706,137,8.10%,13.80%,0.131,0.303,0.275,0.337,0.406,0.326,94,18.3,-33.3,-1.5,16.8,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2006,LOS ANGELES DODGERS,162,2384,6394,153,820,787,128,9.40%,15.00%,0.157,0.307,0.276,0.348,0.432,0.337,101,-4.8,3.4,-2.6,20.7,4.261533,1.317267,0.69817,-3.213333,-2.316667,1
2005,LOS ANGELES DODGERS,162,2351,6134,149,685,653,58,8.80%,17.80%,0.142,0.29,0.253,0.326,0.395,0.317,91,-21.4,-93.4,29.0,13.6,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2004,LOS ANGELES DODGERS,162,2357,6244,203,761,731,102,8.60%,17.50%,0.161,0.291,0.262,0.332,0.423,0.327,97,1.7,-19.9,96.8,28.0,4.261533,1.317267,0.69817,-3.213333,-2.316667,1
